DLN,EIN,FILING_TYPE,IRS990EZ_p3_DscrptnPrgrmSrvcAccmTxt,IRS990EZ_p3_PrmryExmptPrpsTxt,IRS990PF_p16b_RltnshpSttmntTxt,IRS990PF_p9a_DscrptnTxt,IRS990ScheduleO_ExplntnTxt,IRS990_p1_ActvtyOrMssnDsc,IRS990_p3_DscS,IRS990_p3_MssnDsc,OBJECT_ID,RETURN_ID,RETURN_TYPE,SUB_DATE,TAXPAYER_NAME,TAX_PERIOD,YEAR,Real_Year,ACCPER,ADDRESS,ASSETS,CASSETS,CFINSRC,CITY,CTAXPER,CTOTREV,EPOST,FILER,FIPS,FISYR_IMAGE,FNDNCD,FRCD,GEN,INCOME,IRS990n,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,MSA_NECH,NAICS,NAME,NTEE1,NTEECC,NTEECONF,NTEEFINAL,NTEESRC,NTMAJ10,NTMAJ12,NTMAJ5,OUTNCCS,OUTREAS,PFFRCD,PMSA,RANDNUM,RULEDATE,RandNum,SEC_NAME,STATE,SUBSECCD,TAXPER,YEAR_NCCS,ZFILER,ZIP5,cAssets,cFiler,cFinSrc,cTaxPer,cTotRev,czFiler,nteeConf,nteeFinal,nteeFinal1,ntmaj10,ntmaj12,ntmaj5
9.34924E+13,752580047,EFILE,"Education community about recycling, litter abatement, and beautification in the Irving community area","Education community about recycling, litter abatement, and beautification in the Irving community area",,,,,,,2.02E+17,14156776,990EZ,2/17/2017 17:06,KEEP IRVING BEAUTIFUL,201609,2017,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.34933E+13,752101234,EFILE,,,,,"To preserve, protect and enhance the diverse eco-system of Turtle Creek and the adjacent corridor which includes Turtle Creek Park, a public park owned by the city of Dallas. This 90+ acre section of Dallas is a historically significant natural resource which provides wildlife habitat and serves as a greenbelt in a densely developed urban area.","Preserve, protect and enhance Turtle Creek eco-system in a densely developed area in Dallas, TX.","Corridor and public park improvements: Maintenance and irrigation repair projects on approximately 25 roadway medians and semi-annual planting in 17 flower beds located on public property as part of a program to improve the visual quality of Turtle Creek Boulevard, which defines one edge of Turtle Creek.##Member Programs: To educate and increase awareness of the historical significance of the Turtle Creek area, and to provide membership information about the current revitalization projects. Also, to encourage membership's involvement in the revitalization projects, the Educational Meetings, and the social functions that are held throughout the year.##Community enrichment special events: The Tour of Homes is our annual event providing entertainment and bringing awareness to the Turtle Creek Corridor with over 500 attendees. This event not only provides entertainment but also increases awareness of the many uses and importance of the Turtle Creek area.",See Schedule O for Mission Statement.,2.02E+17,14171372,990,2/27/2017 18:01,TURTLE CREEK ASSOCIATION,201512,2017,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.34933E+13,870699956,EFILE,,,,,OTHER PROGRAM SERVICES 4: The Trail Bridge at Congress Ave project: This project will update a decades old bridge. The new bridge will enhance pedestrian and bicyclist safety; make the area ADA-accessible; increase the width of the Trail; improve the visual appeal; provide connectivity with the Waller Creek area; create a site from which to view the Congress Avenue bats; and lower the City of Austin's maintenance costs.,To protect and enhance the Ann and Roy Butler Hike and Bike Trail at Lady Bird Lake.,"Projects to expand, improve, beautify and maintain the scenic hike & bike trail that shadows the Colorado River as it flows through Austin, Texas.##The Trail Bridge at Congress Ave project: This project will update a decades old bridge. The new bridge will enhance pedestrian and bicyclist safety; make the area ADA-accessible; increase the width of the Trail; improve the visual appeal; provide connectivity with the Waller Creek area; create a site from which to view the Congress Avenue bats; and lower the City of Austin's maintenance costs.##Eastside Trail Bridge project: This completed project installed a bridge that spans the intermittent creek just eat of the Hostel. The project also added 690 feel of new Trail to allow walkers, bicyclists, and runners to remain along the scenic lakefront and away from the sidewalk along Lakeshore Boulevard.",To protect and enhance the Ann and Roy Butler Hike and Bike Trail at Lady Bird Lake.,2.02E+17,14235246,990,3/30/2017 11:47,TOWN LAKE TRAIL FOUNDATION,201512,2017,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.34933E+13,200930296,EFILE,,,,,,THE FOUNDATION WAS FORMED EXCLUSIVELY FOR RELIGIOUS AND CHARITABLE PURPOSES.,THE FOUNDATION IS OPERATED EXCLUSIVELY FOR RELIGIOUS AND CHARITABLE PURPOSES.,THE FOUNDATION WAS FORMED EXCLUSIVELY FOR RELIGIOUS AND CHARITABLE PURPOSES.,2.02E+17,14251369,990,4/4/2017 23:51,ST JAMES HOUSE FOUNDATION,201512,2017,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.34933E+13,10691450,EFILE,,,,,,"THE PURPOSE OF STRATEGIC IMPACT IS TO EQUIP NATIONAL LEADERS IN THE AREA OF PERSONAL DEVELOPMENT, LEADERSHIP SKILLS, AND MAKING MULTIPLYING DISCIPLES WHO PLANT MULTIPLYING CHURCHES IN ORDER TO REACH EVERY PERSON ON EARTH WITH THE GOSPEL OF JESUS CHRIST.","THE ORGANIZATION EXISTS FOR THE PURPOSE OF TRAINING CHRISTIAN LEADERS TO PLANT INDIGENOUS NEW CHURCHES IN EVERY NATION. IN 2015, THERE WERE APPROXIMATELY 1000 INTERNATIONAL VOULUNTEERS, OVER 6121 NEW LEADERS INVOLVED IN TRAINING AND 4282 LEADERS IN 2-YEAR SCHOOLS BEING TRAINED.","THE PURPOSE OF STRATEGIC IMPACT IS TO EQUIP NATIONAL LEADERS IN THE AREA OF PERSONAL DEVELOPMENT, LEADERSHIP SKILLS, AND MAKING MULTIPLYING DISCIPLES WHO PLANT MULTIPLYING CHURCHES IN ORDER TO REACH EVERY PERSON ON EARTH WITH THE GOSPEL OF JESUS CHRIST.",2.02E+17,14166949,990,2/24/2017 2:11,STRATEGIC WORLD IMPACT INC,201512,2017,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.34933E+13,741692204,EFILE,,,,,,"CEC's mission is to foster dialogue, education & collaboration on environmental issues in the Houston/Gulf coast region.","RESOURCE GUIDE PUBLISHED ANNUALLY##WEEKLY NEWSLETTER AND CALENDAR PUBLISHED ON WEB SITE##COORDINATION & SUPPORT FOR ENVIRONMENTALLY FOCUSED NON PROFIT ORGANIZATIONS, INCLUDING RECOGNITIONS & AWARDS",CEC's mission is to foster,2.02E+17,14235819,990,3/30/2017 13:23,CITIZENS ENVIRONMENTAL COALITION EDUCATION FUND,201512,2017,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.34933E+13,203007468,EFILE,,,,,,SOFT DRINK INDUSTRY EDUCATION AND PROMOTION.,TO PROMOTE CONSUMER AND MEMBER INTERESTS AND MAINTAIN INDUSTRY STANDARDS; TO EDUCATE THE MEMBERS ON CURRENT ISSUES AND CHANGES AS THEY RELATE TO THE SOFT DRINK INDUSTRY.,NONE,2.02E+17,14245777,990O,4/3/2017 19:50,TEXAS BEVERAGE ASSOCIATION,201512,2017,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.34933E+13,760287101,EFILE,,,,,,TO EDUCATE MEMBERS ON INFORMATION SYSTEMS AND RESOURCE MANAGEMENT.PROVIDED MONTHLY MEETINGS WITH GUEST SPEAKERS TO INFORM AND EDUCATE OVER 150 MEMBERS AND THEIR GUESTS IN INFORMATION SYSTEMS.,TO EDUCATE MEMBERS ON INFORMATION SYSTEMS AND RESOURCE MANAGEMENT. PROVIDED MONTHLY MEETINGS WITH GUEST SPEAKERS TO INFORM AND EDUCATE OVER 150 MEMBERS AND THEIR GUESTS IN INFORMATION SYSTEMS.,PROVIDED MONTHLY MEETINGS WITH GUEST SPEAKERS TO INFORM AND EDUCATE OVER 150 MEMBERS AND THEIR GUESTS IN INFORMATION SYSTEMS.,2.02E+17,14245500,990O,4/3/2017 19:17,HOUSTON AREA CHAPTER OF THE SOCIETY FOR INFORMATION MANAGEMENT,201512,2017,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.34933E+13,751678603,EFILE,,,,,,"The organization supports the historic Texas Governor's Mansion collections, gardens and educational programs.","Conservation, maintenance, cleaning and repair of the historic Mansion Collection of fine art, decorative arts and furnishings.##Other programs include education projects, holiday and floral decoration in the Mansion, collection acquisitions and additions to the Mansion tableware used for official events.##Projects to beautify the Mansion gardens with seasonal plantings, and maintain garden urns and containers in the Mansion Collection.","Organized in 1979, the Organization (""FGM"") supports the historical Texas Governor's mansion, a national historic landmark and the fourth oldest continuously occupied governor's residence in the U.S. The specific mission is to acquire, maintain, and enhance a collection of museum quality fine and decorative arts in the public rooms of the mansion. FGM also maintains and curates historic mansion furnishings owned by the state in its governor's mansion collection. FGM provides collection management and curatorial services for the entire collection of more than 1,000 objects. An important goal is to educate the public about the mansion, its contents and history, by providing publications, a web site, docents and student programs. FGM also enhances the grounds of the mansion by providing private funds for seasonal plantings and improvements. The organization raises private funds for the above purposes that help preserve the historic character of the site.",2.02E+17,14237516,990,3/30/2017 21:41,FRIENDS OF THE GOVERNORS MANSION,201512,2017,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.34933E+13,752896986,EFILE,,,,,,"TO INSPIRE MEN TO BE REAL MEN AS THEY FOLLOW THE MODEL OF THE GREATEST MAN - JESUS CHRIST. TO PROVIDE AN ENVIRONMENT WHERE MEN CAN FEARLESSLY PURSUE THEIR SPIRITUAL DEVELOPMENT. TO PROVIDE SUPPORT FOR DEVELOPMENT, MINISTRY OPPORTUNITIES, ACCOUNTABILITY, LEADERSHIP, AND FELLOWSHIP.","IN 2015, THE MASTER'S MEN SERVED APPROXIMATELY 20,000 MEN AND THEIR FAMILIES, GLOBALLY, THROUGH OUR STAFF MINISTERS (13), VOLUNTEER NETWORK (500 MEN), AND INANIMATE RESOURCES OF WEB SITES, SOCIAL MEDIA MESSAGING, ELECTRONIC AND PRINTED MATERIALS AS WELL AS OUR INTERNATIONAL AFFILIATES AND LOCAL CHAPTERS. WE HAVE ALSO BROADCAST MESSAGES LOCALLY AND IN OUR MEDIA MEDIUMS AND PREACHED THE GOSPEL AT SEVERAL CONFERENCES. WE ALSO HELD SEVERAL EVANGELISTIC OUTREACHES AND PROVIDED CHAPLAINS TO BUSINESSES AS WELL AS NASCAR AND ARCA RACE TEAMS. THE GOOD NEWS IN 2015 WAS THE CONTINUED GROWTH IN OUR INTERNATIONAL MINISTRY THROUGH WEB SITES AND SOCIAL MEDIA AND INTERNATIONAL TRIPS FROM OUR STAFF.OUR INTERNATIONAL MINISTRY IS CONTINUING TO GROW WITH THE ADDITION OF TANZANIA THIS YEAR AND HUMANITARIAN PROJECTS IN BOTH AFRICA (CHICKEN FARM) AND INDIAN (COMMUNITY WATER WELL). WE CONTINUED TO TRAIN TEAM LEADERS OVERSEAS AS WELL AS STATES SIDE. WE CONTINUE TO NETWORK MEN TOGETHER TOWARD AN EFFECTIVE ""GROUP"" DISCIPLESHIP MODEL AND WE CONTINUE TO PREACH THE GOSPEL AND TEACH THE BIBLE TO THE MEN IN THOSE GROUPS, WHICH WE CALL ""TEAMS"". WE ALSO USE A HOST OF ONLINE MEDIA RESOURCES TO REACH AND TEACH MEN AS WELL AS PROVIDING OUR PRINT MATERIAL. ALSO, NORWAY NOW HAS THEIR NGO - WE ARE EXCITED TO SEE THIS MINISTRY SUBSTANTIATE, AND THEN GROW.THE MASTER'S MEN CHAPTER IN COLORADO HAS CONTINUED TO ENJOY ATTENDANCE, WEEKLY, OF OVER 50 MEN. NOW WE WILL FOCUS IN GETTING THOSE ""GATHERED"" MEN INTO SMALL GROUPS (TEAMS) SO THEY CAN DEVELOP A DEEPER RELATIONSHIP WITH EACH OTHER AND WITH JESUS.FINALLY, WE CONTINUE TO OFFER PASTORAL SERVICE THROUGH OUR COMPASSION MINISTRIES AS COMMUNITY CHAPLAINS TO MEN AND THEIR FAMILIES THAT WE SERVE IN THE VARIOUS CITIES WHERE WE HAVE CONSTITUENTS. OUR USA MAIN PLACES OF MINISTRY ARE CA, TX AND NC. WE ALSO PROVIDE CHAPLAINCY CARE IN COMPANIES IN DALLAS AS WELL AS RACE SHOPS IN CHARLOTTE; WHERE WE SERVE THE PROFESSIONAL RACERS OF NASCAR AND ARCA SERIES. WE CONTINUE TO BE ENGAGED IN THOUSANDS OF HOURS OF ONE-ON-ONE COUNSELING AND EMOTIONAL/SPIRITUAL SUPPORT OF MEN IN DISTRESS AS WE SERVED MEN AROUND THE COUNTRY. WE CONDUCTED SEVERAL MARRIAGES AND FUNERALS AS WELL AS BABY DEDICATIONS AS PART OF OUR FAMILY PASTORAL MINISTRY. THIS IS KNOWN AS MASTER'S MEN RACING.IN THIS WAY, MASTER'S MEN SEEKS TO REPAIR BROKEN MEN IN ORDER TO RESTORE FAMILIES FROM FRAGMENTATION TO HEALTH AND UNITY IN CHRIST. BY POSITIVELY AFFECTING THE MEN, WE CAN IMPROVE THE WHOLE CULTURE OF THE FAMILY, SERVING BETTER THE NEED OF THE WOMEN AND CHILDREN OF THE MEN WE REACH THROUGH MASTER'S MEN. THIS IS WHY OUR MOTTO IS ""WE BUILD NOBLE MEN"".","TO INSPIRE MEN TO BE REAL MEN AS THEY FOLLOW THE MODEL OF THE GREATEST MAN - JESUS CHRIST. TO PROVIDE AN ENVIRONMENT WHERE MEN CAN FEARLESSLY PURSUE THEIR SPIRITUAL DEVELOPMENT. TO PROVIDE SUPPORT FOR DEVELOPMENT, MINISTRY OPPORTUNITIES, ACCOUNTABILITY, LEADERSHIP AND FELLOWSHIP.",2.02E+17,14254969,990,4/5/2017 19:42,THE MASTERS MEN,201512,2017,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.34933E+13,742094805,EFILE,,,,,,"PROVIDE SECURITY, MAINTENANCE, AND SERVICE TO SUBDIVISION PROPERTY.",TO MAINTAIN THE COMMON AREAS LOCATED WITHIN THE BOUNDARIES OF THE ASSOCIATION.,"PROVIDE SECURITY, MAINTENANCE, AND SERVICE TO SUBDIVISION PROPERTY.",2.02E+17,14238996,990O,3/31/2017 7:21,KINGS POINT TRAIL ASSOCIATION,201606,2017,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.34933E+13,237109965,EFILE,,,,,,"STREAMS AND VALLEYS, INC. PASSIONATELY ADVOCATES FOR THE TRINITY RIVER IN FORT WORTH, ENSURING THAT IT REMAINS AN ASSET TO THE ENTIRE COMMUNITY, BY INITIATING AND COORDINATING RECREATION, BEAUTIFICATION AND UTILIZATION OF THE RIVER. THE MAJORITY OF THE EFFORTS FOCUS ON CREATING ACCESS TO THE RIVER; DEVELOPMENT OF ITS RECREATIONAL AMENITIES; RECRUITING AND PROMOTING VOLUNTEERISM; AND FACILITATING COMMUNITY SUPPORT THROUGH GIFTS WHICH ENABLE THE MISSION TO BE FURTHERED.","STREAMS AND VALLEYS SERVES A CRITICAL ADVOCACY ROLE FOR THE TRINITY RIVER IN FORT WORTH. THROUGH BEAUTIFICATION AND RECREATIONAL PROJECTS, ACCESS AND ENJOYMENT OF THE RIVER ENVIRONMENT IS SHARED THROUGHOUT THE COMMUNITY. THESE PROJECTS INCLUDE, BUT ARE NOT LIMITED TO TRAIL EXTENSIONS, TRAIL ACCESS POINTS (TRAILHEADS), AMENITIES (BENCHES, DRINKING FOUNTAINS), HABITAT ENRICHMENT (TREES, NATIVE PLANTINGS, BIRD HOUSES), PUBLIC ART AND COMMUNITY RELATIONS.##SEE SCHEDULE OTHE FOUNDERS OF STREAMS AND VALLEYS SET IN PLACE A PROJECT-FUNDING MECHANISM THAT HAS SERVED ITS COMMUNITY EXCEPTIONALLY WELL THROUGHOUT A 40 YEAR HISTORY. WITH THE UNDERSTANDING THAT THE RIVER CORRIDOR IS OWNED AND MAINTAINED BY TWO GOVERNMENT AGENCIES, THE TARRANT REGIONAL WATER DISTRICT AND THE CITY OF FORT WORTH, IT WAS MANDATORY THAT STREAMS AND VALLEYS ESTABLISH STRONG, TRUSTING, WORKING RELATIONSHIPS WITH BOTH. TO THAT END, THE ORGANIZATION CONTRIBUTES SIGNIFICANT STAFF TIME AND RESOURCES TOWARD: - RESEARCHING AND COMMUNICATING PROGRAM FUNDING OPPORTUNITIES - PRESENTING TO LOCAL GOVERNMENT AGENCIES - COORDINATING INTERLOCAL EFFORTS - FACILITATING IMPLEMENTATION OF PROGRAMSIN THIS WAY, STREAMS AND VALLEYS IS ABLE TO LEVERAGE ITS PRIVATE DONATIONS WITH THE RESOURCES OF GOVERNMENT AGENCIES TO DEVELOP AMENITIES AND PROGRAMMING THAT COULD NOT BE ACHIEVED IF ANY PARTNER WAS OPERATING INDEPENDENTLY. INSPIRATION, EDUCATION AND ADVOCACY PROVIDED BY STREAMS AND VALLEYS RESULTS IN IMPROVEMENTS TO THE RIVER CORRIDOR VALUED MUCH HIGHER THAN ANY SINGLE AGENCY'S CONTRIBUTION.##STREAMS & VALLEYS SPONSORS AWARENESS PROGRAMS THROUGHOUT THE YEAR TO HIGHLIGHT AND DRAW CITIZENS TO THE TRINITY RIVER AND ITS TRIBUTARIES FOR RECREATION AND RELAXATION. KAYAK CLINICS HIGHLIGHT A PERSPECTIVE OF THE RIVER FROM THE WATER'S SURFACE AND ENCOURAGE THE COMMUNITY TO FULLY ENGAGE WITH THE TRINITY RIVER. COLONIAL GO GREEN ENCOURAGES SPECTATORS TO UTILIZE THE ADJACENT TRINITY RIVER TRAILS TO TRAVEL TO THE GOLF TOURNAMENT. THE ORGANIZATION PERIODICALLY HOSTS SPECIAL EVENTS OR EXHIBITIONS THAT HIGHLIGHT THE RIVER IN OUR COMMUNITY WHETHER IT BE THROUGH PHOTOGRAPHY, ORIGINAL WORKS OF ART OR COLLABORATION WITH THE VARIOUS USER GROUPS.","STREAMS AND VALLEYS, INC. IS A NON-PROFIT ORGANIZATION THAT PLANS AND COORDINATES RECREATION ENHANCEMENTS, BEAUTIFICATION EFFORTS AND PUBLIC RECOGNITION OF THE TRINITY RIVER AND ITS TRIBUTARIES IN FORT WORTH AND TARRANT COUNTY THROUGH VOLUNTEER RECRUITING, FUNDRAISING, DEVELOPMENT AND EVENT PROGRAMING.",2.02E+17,14241289,990,3/31/2017 18:15,STREAMS AND VALLEYS INC,201512,2017,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.34933E+13,810554715,EFILE,,,,,NATIONAL ENVIRONMENTAL FIELD ACTIVITIES PROGRAM 9080. 0. 12240.##CONSENSUS STANDARDS DEVELOPMENT 69501. 0. 32317.##PROFICIENCY TESTING PROGRAM 11764. 0. 6240.##AB PAYMENTS 5355. 0. 5355.##NGAB INCOME 16998. 0. 5400.##STATIONARY SOURCE AUDIT SAMPLE 1000. 0. 0.,"The mission of The NELAC Institute is to foster the generation of environmental data of known and documented quality through an open, inclusive, and transparent process that is responsive to the needs of the community.","THE FORUM OF LABORATORY ACCREDITATION EACH YEAR, TNI SPONSORS TWO MEETINGS WHERE SCIENTISTS, REGULATORS AND THE GENERAL PUBLIC GATHER TO ENGAGE IN DIALOGUE ABOUT BUILDING A NATIONAL PROGRAM FOR THE ACCREDITATION OF ENVIRONMENTAL TESTING LABORATORIES AND RELATED ORGANIZATIONS. IN 2015, THE MEETINGS INCLUDED DISUSSIONS ON PUBLIC POLICY IMPLICATIONS OF THE COLLECTION, STORAGE, ANALYSIS, AND USE OF BIG DATA. OVER 800 INDIVIDUALS PARTICIPATED IN THE 2015 MEETINGS. FOR THE TENTH YEAR, THE SUMMER MEETING WAS COMBINED WITH NATIONAL ENVIRONMENTAL MONITORING CONFERENCE.##NATIONAL ENVIRONMENTAL LABORATORY ACCREDITATION PROGRAM TNI'S NATIONAL ENVIRONMENTAL LABORATORY ACCREDITATION PROGRAM(NELAP) NOW HAS 14 STATES AND 15 ACCREDITATION BODIES(ABS) THAT ACCREDIT OVER 2000 LABORATORIES IN THE US AND INTERNATIONALLY. IN 2015, TNI BEGAN QUARTERLY CONFERENCE CALLS WITH LABORATORY ASSESSORS THROUGHOUT THE US TO ARRIVE AT CONSENSUS ON COMMON ISSUES.##TRAINING INCOME TNI'S TRANING PROGRAM CONTINUTES TO GROW WITH 20 COURSES THAT HAVE NOW BEEN CONVERTED TO DOWNLOADABLE WEBCASTS. OVER 150 SCIENTISTS TOOK ONE OF TNI'S COURSES IN 2015.",The mission of The NELAC Institute,2.02E+17,14266584,990,4/10/2017 9:39,NELAC INSTITUTE,201512,2017,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.34933E+13,741696145,EFILE,,,,,,"ECOLOGY ACTION'S MISSION IS TO CREATE A HEALTHIER ENVIRONMENT THROUGH RESOURCE RECOVERY OPERATIONS, BROWNFIELD REMEDIATION, AND ZERO WASTE INITIATIVES.",OPERATES RECYCLING DROP-OFF CENTERS AND A MATERIALS PROCESSING CENTERPROVIDES RECYCLING SERVICES FOR SPECIAL EVENTS AROUND CENTRAL TEXAS AND FOR LOCAL MUSIC VENUES IN DOWNTOWN AUSTINTEACHES CENTRAL TEXANS ABOUT RECYCLING AND WASTE PREVENTION BY - CONDUCTS TOURS AND PROVIDES HANDS-ON VOLUNTEER OPPORTUNITIES AT ITS DOWNTOWN RECYCLING CENTER - STAFFS BOOTHS AT VARIOUS COMMUNITY EVENTS THROUGHOUT THE YEAR,"ECOLOGY ACTION'S MISSION IS TO CREATE A HEALTHIER ENVIRONMNET THROUGH RESOURCE RECOVERY OPERATIONS, BROWNFIELD REMEDIATION, AND ZERO WASTE INITIATIVES.",2.02E+17,14224296,990,3/27/2017 21:13,ECOLOGY ACTION OF TEXAS,201512,2017,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.34913E+13,752505605,EFILE,,,The economic summit is an event designed to help entrepreneurs and small businesses acquire the skills and knowledge needed to succeed in today's fast-paced economy.,,,,,,2.02E+17,14219486,990PF,3/24/2017 10:44,TEXAS FOREST COUNTRY PARTNERSHIP INC,201512,2017,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.34913E+13,467483163,EFILE,,,,,,,,,2.02E+17,14219483,990PF,3/24/2017 10:44,TOM AND LOIS LONGEST CHARITABLE TRUST,201512,2017,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.34913E+13,746038766,EFILE,,,,,,,,,2.02E+17,14236842,990PF,3/30/2017 18:55,CAESAR KLEBERG FOUNDATION FOR WILDLIFE CONSERVATION,201512,2017,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.34933E+13,751048892,EFILE,,,,,,"THE PERMIAN BASIN INTERNATIONAL OIL SHOW CONDUCTS A BIENNIAL TRADE SHOW FOR THE OIL & GAS INDUSTRY. APPROXIMATELY 750 COMPANIES ARE REPRESENTED WITH ATTENDANCE IN EXCESS OF 25,000 RELATED INDUSTRY INDIVIDUALS.","THE PERMIAN BASIN INTERNATIONAL OIL SHOW CONDUCTS A BIENNIAL TRADE SHOW FOR THE OIL & GAS INDUSTRY. APPROXIMATELY 750 COMPANIES ARE REPRESENTED WITH ATTENDANCE IN EXCESS OF 25,000 RELATED INDUSTRY INDIVIDUALS.","THE PERMIAN BASIN INTERNATIONAL OIL SHOW CONDUCTS A BIENNIAL TRADE SHOW FOR THE OIL & GAS INDUSTRY. APPROXIMATELY 750 COMPANIES ARE REPRESENTED WITH ATTENDANCE IN EXCESS OF 25,000 RELATED INDUSTRY INDIVIDUALS.",2.02E+17,14232744,990O,3/29/2017 22:45,PERMIAN BASIN INTERNATIONAL OIL SHOW INC,201512,2017,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.34933E+13,746040701,EFILE,,,,,,"The mission of the Foundation is to nurture and advance activities which contribute to the following core values: helping break the cycle of poverty, assisting people to help themselves, nurturing support and love for Catholic institutions, and developing the Catholic faith.","The Foundation makes all of its charitable donations within the State of Texas. Approximately 10% of its total charitable grants are made to non-sectarian entities, institutions that are defined as non-religious and not church related. 90% of its total charitable distributions are made to sectarian entities. It is the Foundations practice that a sectarian organization must be listed in the Official Catholic Directory. Of these sectarian grants, about 70% are made in the South Texas area which includes the Diocese of Brownsville, the Diocese of Corpus Christi, and the Diocese of Laredo. Education has been strongly favored in recent grant giving cycles including tuition assistance for Catholic schools, and scholarships for Catholic and public universities. Service organizations and Catholic charities which target health, human services, the indigent, equal opportunity, and service to others are also favored. By continually evoking the Foundations core values when making grant decisions, the Foundation is able to help countless numbers of people.##The Foundation has established a museum in the historic Kenedy Pasture Company building in the township of Sarita, Texas. Since its opening on October 21, 2003, approximately 15,997 individuals have toured the museum or participated in its programs. Examples of programs may be viewed at www.kenedyranchmuseum.org.","The mission of the Foundation is to nurture and advance activities which contribute to the following core values: helping break the cycle of poverty, assisting people to help themselves, nurturing support and love for Catholic institutions, developing the Catholic faith, learning, spirituality, respect, and cooperative/collaborative partnerships. (www.kenedy.org website)",2.02E+17,14187435,990,3/6/2017 17:09,JOHN G AND MARIE STELLA KENEDY MEMORIAL FOUNDATION,201512,2017,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.34933E+13,742947494,EFILE,,,,,,"THE MASCARENAS FOUNDATION FOCUSES ON ISSUES IMPORTANT TO THE U.S./MEXICAN BORDER, SUCH AS WATER CONSERVATION, IMPROVING ENVIROMENTAL CONDITIONS AND ADDRESSING CONCERN ARISING FROM A GROWING POPULATION. ALSO REGRANTS TO OTHER ORGANIZATIONS FOR SCHOLARSHIPS. FINALLY, THE FOUNDATION WILL ATTEMPT TO STIMULATE THE FURTHER DEVELOPMENT OF PHILANTHROPIC INSTITUTIONS AND PROGRAMS ALONG THE BORDER.",OTHER GRANTS FOR THE DEVELOPMENT OF PHILANTHROPIC ORGANIZATIONS AND PROGRAMS ALONG THE BORDER.,"THE MASCARENAS FOUNDATION FOCUSES ON ISSUES IMPORTANT TO THE U.S./MEXICAN BORDER, SUCH AS WATER CONSERVATION, IMPROVING ENVIROMENTAL CONDITIONS AND ADDRESSING CONCERN ARISING FROM A GROWING POPULATION. ALSO REGRANTS TO OTHER ORGANIZATIONS FOR SCHOLARSHIPS. FINALLY, THE FOUNDATION WILL ATTEMPT TO STIMULATE THE FURTHER DEVELOPMENT OF PHILANTHROPIC INSTITUTIONS AND PROGRAMS ALONG THE BORDER.",2.02E+17,14231567,990,3/29/2017 17:35,MASCARENAS FOUNDATION,201512,2017,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
