"","ein","real_year","name","address","fips","assets","income","lon","lat"
"787",330833441,2017,"FUNDACION ECOLOGICA SELVA NEGRA","C/O FLORES GRP 9901 IH10 WEST ROOM, SAN ANTONIO, TX 78230",48029,540663,14782,-98.5917656,29.5650883
"788",462191456,2017,"BUILDING CONSERVATION TRUST","6919 PORTWEST DR STE 100, HOUSTON, TX 77024",48201,3343329,2068801,-95.4493617,29.7802681
"789",270712564,2017,"JOHN BUNKER SANDS WETLAND CENTER INC","2101 CEDAR SPRINGS RD STE 1600, DALLAS, TX 75201",48113,1918070,623952,-96.8063384,32.7940761
"790",741780447,2017,"CY-FOREST WATER SUPPLY CORPORATION","13600 E CYPRESS FOREST DR, HOUSTON, TX 77070",48201,385430,142678,-95.576087,29.972189
"791",840571239,2017,"TEXAS AUTOMOTIVE RECYCLERS ASSOCIATION","PO BOX 3547, GALVESTON, TX 77552",48167,12871,57502,-94.832519,29.2895189
"792",264419008,2017,"ECO ELP INC","1401 MONTANA AVE, EL PASO, TX 79923",48141,64108,44002,-106.4800219,31.7719181
"793",741984482,2017,"COASTAL CONSERVATION ASSOCIATION","6919 PORTWEST DR STE 100, HOUSTON, TX 77024",48201,19043437,28321634,-95.4493617,29.7802681
"794",742720710,2017,"CENTRO POR LA JUSTICIA","1416 E COMMERCE ST, SAN ANTONIO, TX 78205",48029,686901,194765,-98.4741677,29.4204714
"795",760529161,2017,"LAKE LIVINGSTON WATER SUPPLY AND SEWER SERVICE CORPORATION","PO BOX 1149, LIVINGSTON, TX 77351",48373,30068606,5302571,-94.9329898,30.711029
"796",760043028,2017,"TEXAS BIGHORN SOCIETY","1615 W LOOP 289, LUBBOCK, TX 79416",48303,456089,216012,-101.941887,33.578959
"797",742627643,2017,"ENVIRONMENTAL FUND FOR TEXAS INC","PO BOX 1911, AUSTIN, TX 78767",48453,1289925,284571,-97.739694,30.2694174
"798",270744614,2017,"PECAN STREET INC","3924 BERKMAN DR, AUSTIN, TX 78723",48453,2368959,5117034,-97.699568,30.2918169
"799",465448781,2017,"TEXAS SOLAR POWER ASSOCIATION","516 DAWSON RD APT 123, AUSTIN, TX 78704",48453,211265,425749,-97.7567374,30.2595143
"800",751980443,2017,"WICHITA FALLS STREAMS AND VALLEYS INC","PO BOX 1588, WICHITA FALLS, TX 76307",48485,148976,123433,-98.49,33.9099999
"801",742590850,2017,"KEEP HARLINGEN BEAUTIFUL INC","PO BOX 534026, HARLINGEN, TX 78553",48061,45044,111688,-97.6985697,26.2073017
"802",741154434,2017,"ASSOCIATION OF TEXAS SOIL AND WATER CONSERVATION DISTRICTS INC","1497 COUNTRY VIEW LANE NO 125, TEMPLE, TX 76502",48027,300095,287591,-97.3375107,31.0626772
"803",751514511,2018,"MARIANNE SCRUGGS GARDEN CLUB OF THE DALLAS WOMANS CLUB","7000 PARK LN, DALLAS, TX 75225",48113,204907,137035,-96.7846237,32.8728447
"804",263749177,2017,"SAN ANTONIO BAY FOUNDATION","933 E COURT ST, SEGUIN, TX 78155",48187,14572,166382,-97.953625,29.5686778
"805",760247588,2017,"ARMAND BAYOU NATURE CENTER FOUNDATION CO NEIL THOMAS","1301 MCKINNEY ST, HOUSTON, TX 77010",48201,1396693,437475,-95.3615297,29.7554839
"806",364685823,2017,"LAND CONSERVATION SOCIETY OF TEXAS INC","19333 HIGHWAY 59 N STE 170, HUMBLE, TX 77338",48201,68941,29258,-95.2714419,29.9991145
"807",751375644,2018,"LOUISE B BELSTERLING FOUNDATION","7000 PARK LN, DALLAS, TX 75225",48113,795111,232580,-96.7846237,32.8728447
"808",752943956,2017,"NATIONAL GRAZING LANDS COALITION","PO BOX 1477, BOWIE, TX 76230",48337,66415,351678,-97.8486457,33.5589953
"809",752488233,2017,"KEEP LEWISVILLE BEAUTIFUL","113 N POYDRAS ST STE 207, LEWISVILLE, TX 75057",48121,172365,110179,-96.995127,33.0465433
"810",742769793,2017,"TEXAS WATER UTILITIES ASSOCIATION SOUTHEAST REGION","1106 CLAYTON LANE, AUSTIN, TX 78723",48453,105174,79511,-97.7003054,30.3192739
"811",460920592,2017,"TEXAS LITTER CONTROL","24950 SPRING RIDGE DRIVE, SPRING, TX 77380",48339,262609,1891362,-95.4381656,30.1254908
"812",352494009,2017,"SOCIETY OF LAKE MANAGEMENT PROFESSIONALS","17950 PRESTON RD STE 980, DALLAS, TX 75252",48085,1,0,-96.797571,32.9966427
"813",43695294,2017,"HOUSTON BOTANIC GARDEN","3701 KIRBY DR STE 992, HOUSTON, TX 77098",48201,21329814,15086420,-95.41801,29.7331166
"814",800812900,2017,"ECORISE YOUTH INNOVATIONS","4900 GONZALES ST, AUSTIN, TX 78702",48453,380938,992962,-97.6971523,30.2556753
"815",741962704,2017,"TEXAS SOLAR ENERGY SOCIETY INC","PO BOX 1447, AUSTIN, TX 78767",48453,20323,77549,-97.739694,30.2694174
"816",760511886,2017,"SCENIC GALVESTON INC","20 COLONY PARK CIR, GALVESTON, TX 77551",48167,3585892,69678,-94.8385547,29.2689069
"817",751761481,2017,"DALLAS ECOLOGICAL FOUNDATION","PO BOX 543305, DALLAS, TX 75354",48113,1975387,767433,-96.7949273,32.9238202
"818",760461030,2017,"AIR ALLIANCE HOUSTON","3914 LEELAND ST, HOUSTON, TX 77003",48201,918512,658647,-95.3421771,29.7379743
"819",454914737,2017,"RETREET","5706 E MOCKINGBIRD LN STE 115, DALLAS, TX 75206",48113,121661,186921,-96.7696227,32.8361521
"820",953310318,2018,"ROBINSON ARBORETUM FUND","BANK OF AMERICA NA PO BOX 831, DALLAS, TX 75283",48113,2364216,611709,-96.8037023,32.8370764
"821",474610390,2017,"NATURAL GAS TRAINING COUNCIL","10497 TOWN AND COUNTRY WAY, HOUSTON, TX 77024",48201,235283,101813,-95.5560676,29.7812471
"822",751853375,2017,"KEEP MIDLAND BEAUTIFUL INC","3500 N A ST STE 1500, MIDLAND, TX 79705",48329,296986,409665,-102.0920927,32.0305618
"823",760105149,2017,"AIR AND WASTE MANAGEMENT ASSOCIATION - GULF COAST CHAPTER","2429 BISSONNET ST STE 342, HOUSTON, TX 77005",48201,29493,50456,-95.4162505,29.725114
"824",742879756,2017,"WIMBERLEY VALLEY WATERSHED ASSOCIATION","PO BOX 2534, WIMBERLEY, TX 78676",48209,2697044,489679,-98.0986204,29.9974362
"825",752215558,2017,"RIVER LEGACY FOUNDATION","703 NW GREEN OAKS BLVD, ARLINGTON, TX 76006",48439,3779368,2218857,-97.115287,32.7834833
"826",850488313,2017,"TEXAS LAND TRUST COUNCIL","PO BOX 2677, WIMBERLEY, TX 78676",48209,445826,236157,-98.0986204,29.9974362
"827",237221209,2017,"FORT WORTH BOTANICAL SOCIETY INC","3220 BOTANIC GARDEN BLVD, FORT WORTH, TX 76107",48439,1766626,991542,-97.3636032,32.7404284
"828",203398696,2017,"GROUNDWORK DALLAS","3001 QUEBEC ST STE 201, DALLAS, TX 75247",48113,783577,945741,-96.8616491,32.8042661
"829",203415046,2017,"FRIENDS OF BLUE HOLE","PO BOX 1601, WIMBERLEY, TX 78676",48209,74300,111705,-98.0986204,29.9974362
"830",421645381,2017,"FRONTERA LAND ALLIANCE","1201 N MESA ST NO D3, EL PASO, TX 79902",48141,161049,82610,-106.4941042,31.766158
"831",237039786,2018,"FOUNDERS GARDEN CLUB OF TEXAS","25 HIGHLAND PARK VILLAGE, DALLAS, TX 75205",48113,390497,186915,-96.806813,32.8355005
"832",742739793,2017,"COOPERATIVE TEAMWORK AND RECYCLING ASSISTANCE","3355 BEE CAVE ROAD BUILDING 3, AUSTIN, TX 78746",48453,284752,98503,-97.8032627,30.2751787
"833",760288131,2017,"MOODY GARDENS INC","PO BOX 59, GALVESTON, TX 77553",48167,35016543,58830138,-94.7937786,29.304812
"834",463372095,2017,"FUND TEXAS CHOICE","3903 S CONGRESS AVE UNIT 41823, AUSTIN, TX 78704",48453,147441,191927,-97.7624679,30.2244585
"835",746049372,2018,"TEXAS GARDEN CLUBS","6088 BABE ZAHARIAS DR, BEAUMONT, TX 77705",48245,917076,224808,-94.1464983,30.0232613
"836",752390840,2017,"EAST TEXAS ARBORETUM AND BOTANICAL SOCIETY INC","1601 PATTERSON RD, ATHENS, TX 75751",48213,1434773,208651,-95.8796326,32.2127698
"837",752111043,2018,"JUNIOR GROUP OF THE DALLAS GARDEN CLUB","7000 PARK LN, DALLAS, TX 75205",48113,0,0,-96.7846237,32.8728447
"838",752955573,2017,"TRINITY RIVER COMMISSION INC DBA TRINITY COMMONS FOUNDATION INC","12900 PRESTON ROAD, DALLAS, TX 75230",48113,51299,289206,-96.8021119,32.9233501
"839",752351673,2018,"CENTER FOR LEGISLATIVE ENERGY AND ENVIRONMENTAL RESEARCH","5400 LBJ FREEWAY, DALLAS, TX 75240",48113,236524,223648,-96.8167378,32.924654
"840",465531708,2017,"RENEWABLE ENERGY FOR BETTER LIFE FOUNDATION","7523 MIDBURY DR, DALLAS, TX 75230",48113,9992,0,-96.7773777,32.9022129
"841",134249347,2017,"SOUTH TEXAS WATER UTILITY MANAGERS ASSOCIATION","PO BOX 1868, MISSION, TX 78583",48061,18019,24562,-98.3252932,26.2159066
"842",300630886,2017,"SERVICE ORGANIZATION OF THE PINEY WOODS","2950 50TH ST, LUBBOCK, TX 79413",48303,327704,5099000,-101.8787631,33.5493473
"843",562375157,2017,"IMAGES FOR CONSERVATION FUND","2112 W UNIVERSITY DR 801, EDINBURG, TX 78539",48215,253983,20200,-98.1854901,26.3040269
"844",462705100,2017,"SHOAL CREEK CONSERVANCY","701 W 7TH ST, AUSTIN, TX 78701",48453,568650,311338,-97.749751,30.270791
"845",741846582,2017,"ASSOC BUILDERS AND CONTRACTORS OF TX GULF COAST","1002 ABC AVE, FREEPORT, TX 77541",48039,11359140,3330524,-95.3515971,28.9629174
"846",760377029,2017,"KATY PRAIRIE CONSERVANCY","5615 KIRBY DRIVE, HOUSTON, TX 77005",48201,34441262,8123636,-95.4180918,29.7220164
"847",205675573,2018,"CYPRESS WOODS BAND BOOSTER ASSOCIATION","PO BOX 1864, CYPRESS, TX 77410",48201,56560,265332,-95.6803464,29.9751576
"848",273741373,2017,"WHITE ROCK LAKE CONSERVANCY INC","PO BOX 140227, DALLAS, TX 75214",48113,222869,134839,-96.7568815,32.8121674
"849",454616548,2017,"PAISANO SPRINGS FOUNDATION","11434 FM 2093, FREDERICKSBRG, TX 78006",48259,1477280,9461,-99.1178971,30.2540178
"850",752244319,2017,"KEEP ODESSA BEAUTIFUL INC","PO BOX 3864, ODESSA, TX 79760",48135,38748,42220,-102.3665236,31.8463268
"851",741607050,2017,"TWIN MOUNTAIN MANOR INC","200 TWIN MOUNTAIN RD APT H4, WIMBERLEY, TX 78676",48209,399310,243575,-98.1049962,29.9952105
"852",237158154,2018,"HOUSTON ASSOCIATION OF PROFESSIONAL LANDMEN","800 BERING DR STE 120, HOUSTON, TX 77057",48201,761470,570125,-95.4806745,29.7578414
"853",742932549,2017,"KEYSTONE HERITAGE PARK INC","PO BOX 221527, EL PASO, TX 79913",48141,1070981,67933,-106.5613974,31.8386746
"854",471982274,2017,"TANZANIA WILDLIFE AND CONSERVATION FUND INC","100 CRESCENT CT STE 350, DALLAS, TX 75201",48113,11111,126841,-96.803308,32.7939118
"855",760031884,2017,"CRADLE OF TEXAS CONSERVANCY INC","PO BOX 353, WEST COLUMBIA, TX 77486",48039,927514,3442,-95.6452249,29.1438582
"856",271498899,2017,"MUSTARD SEED PARTNERS INC","2901 VIA FORTUNA BLDG 6 SUITE 550, AUSTIN, TX 78701",48453,376053,1,-97.800174,30.2508854
"857",742428376,2017,"SAN MARCOS RIVER FOUNDATION","PO BOX 1393, SAN MARCOS, TX 78667",48209,7372462,3484863,-97.9416965,29.8841602
"858",320004133,2017,"TECHNOLOGY HORIZONS FOUNDATION","730 BRADFORD ST, LANTANA, TX 76226",48121,10,121,-97.1280041,33.0881802
"859",751825883,2017,"TEXAS LAND CONSERVANCY","6626 SILVERMINE DR, AUSTIN, TX 78716",48453,11719999,522445,-97.8889559,30.2464134
"860",462902511,2017,"SFCU FOUNDATION","PO BOX 920719, HOUSTON, TX 77292",48201,350,41285,-95.43,29.83
"861",742117354,2017,"LEXINGTON WOODS OWNERS COMMITTEE INC","PO BOX 681007, HOUSTON, TX 77268",48201,403031,447828,-95.5087962,30.0145474
"862",562518503,2017,"FRIENDS OF THE BRAZOS RIVER INC","6336 GOLIAD AVE, DALLAS, TX 75214",48113,18387,44515,-96.7544752,32.8179175
"863",742279212,2017,"ASSOCIATED BUILDERS AND CONTRACTORS","1408 N BEN JORDAN ST, VICTORIA, TX 77901",48469,324952,384827,-96.981912,28.804762
"864",223880229,2017,"TEXAS ENVIRONMENTAL RESEARCH CONSORTIUM","711 LOUISIANA ST STE 2300, HOUSTON, TX 77002",48201,38879,197,-95.3656692,29.7601541
"865",742053921,2017,"TEXAS ECONOMIC DEVELOPMENT COUNCIL INC","1601 RIO GRANDE ST STE 455, AUSTIN, TX 78701",48453,944155,1869790,-97.7454473,30.2800684
"866",742891025,2017,"TEXAS CAMPAIGN FOR THE ENVIRONMENT","105 W RIVERSIDE DR STE 120, AUSTIN, TX 78704",48453,149602,1871833,-97.747824,30.2574447
"867",760046318,2018,"TREES FOR HOUSTON","PO BOX 270477, HOUSTON, TX 77277",48201,2095271,1639551,-95.6049489,29.7461902
"868",760458344,2017,"WOMENS ENERGY NETWORK OF HOUSTON","1707 POST OAK BLVD PMB 112, HOUSTON, TX 77056",48201,661778,309539,-95.46001,29.749344
"869",760008423,2018,"GARDEN CLUB OF HOUSTON","4212 SAN FELIPE BOX 486, HOUSTON, TX 77027",48201,710165,755956,-95.4492593,29.7470139
"870",273114002,2017,"H2O4 TEXAS COALITION","3305 SILVERLEAF DR, AUSTIN, TX 78757",48453,1211,24253,-97.7454261,30.355664
"871",760046520,2017,"INTERWOOD ASSOCIATION INC","5295 HOLLISTER ST, HOUSTON, TX 77040",48201,266604,146278,-95.5069529,29.8440684
"872",742094805,2018,"KINGS POINT TRAIL ASSOCIATION INC","1075 KINGWOOD DR STE 100, KINGWOOD, TX 77339",48201,845242,239400,-95.2407799,30.0505449
"873",464255110,2017,"LONE STAR COASTAL ALLIANCE","PO BOX 131635, HOUSTON, TX 77219",48201,37020,12500,-95.4022965,29.7531168
"874",870699956,2017,"TOWN LAKE TRAIL FOUNDATION","PO BOX 5195, AUSTIN, TX 78763",48453,3055758,1720335,-97.77,30.3
"875",202320697,2017,"CRIGHTON WOODS HOMEOWNERS ASSN INC","3500 W DAVIS ST STE 190, CONROE, TX 77304",48339,227509,99586,-95.4883088,30.3231083
"876",260141140,2017,"CLEAN TECHNOLOGY AND SUSTAINABLE INDUSTRIES ORGANIZATION","5540A N LAMAR BLVD, AUSTIN, TX 78759",48453,18585,68515,-97.7278793,30.3246305
"877",746075031,2017,"BAYOU PRESERVATION ASSOCIATION INC","7305 NAVIGATION BLVD STE A, HOUSTON, TX 77098",48201,525251,551447,-95.2914255,29.7419709
"878",746131894,2017,"HONDO GARDEN CLUB INC","PO BOX 397, HONDO, TX 78861",48325,292352,156565,-99.1410837,29.3495895
"879",743020979,2017,"METROPOLITAN PARTNERSHIP FOR ENERGY DBA BUILD SA GREEN","118 BROADWAY ST STE 232, SAN ANTONIO, TX 78205",48029,85564,594344,-98.487599,29.4272194
"880",251907558,2017,"GREATER EDWARDS AQUIFER ALLIANCE","PO BOX 15618, SAN ANTONIO, TX 78212",48029,65063,217060,-98.4936282,29.4241219
"881",205125287,2017,"CY-WOODS ATHLETIC BOOSTER CLUB","13550 WOODS SPILLANE BLVD, CYPRESS, TX 77429",48201,75087,306752,-95.6816257,29.971341
"882",751954862,2018,"WOODS CEMETERY ASSOCIATION","127 COUNTY ROAD 4262, TENAHA, TX 75974",48419,270293,16447,-94.4233956,30.7364128
"883",742121275,2018,"LAKE MCQUEENEY PROP OWNERS ASSN INC DBA FRIENDS OF LAKE MCQUEENEY","PO BOX 781, MCQUEENEY, TX 78123",48187,225331,47136,-98.0410634,29.6087981
"884",752101234,2017,"TURTLE CREEK ASSOCIATION","PO BOX 192765, DALLAS, TX 75219",48113,294479,242945,-96.8109852,32.8122051
"885",760668230,2017,"FORT BEND COUNTY MASTER GARDENERS INC","1402 BAND RD, ROSENBERG, TX 77471",48157,66149,78179,-95.8097985,29.5165904
"886",742274448,2017,"SOUTH TEXAS BOTANICAL GARDENS","8545 S STAPLES ST, CORP CHRISTI, TX 78413",48355,1662777,1069713,-97.4068542,27.6525155
"887",741211684,2017,"SATTERWHITE DUFFY LAKE INC","PO BOX 755, WEST COLUMBIA, TX 77486",48039,17077,72845,-95.6452249,29.1438582
"888",742886586,2017,"TEXAS HILL COUNTRY RIVER REGION INC","PO BOX 52, CONCAN, TX 78838",48463,629191,625979,-99.7214883,29.5014937
"889",741696145,2017,"ECOLOGY ACTION OF TEXAS","PO BOX 1927, AUSTIN, TX 78767",48453,171061,75854,-97.739694,30.2694174
"890",200627004,2017,"NATIONAL NETWORK OF ABORTION FUNDS","1812 CENTER CREEK DR, AUSTIN, TX 78753",48453,148252,680773,-97.6771517,30.3370224
"891",751495717,2018,"FRIENDS OF THE FORT WORTH NATURE CENTER AND REFUGE INC","9601 FOSSIL RIDGE RD, FORT WORTH, TX 76135",48439,660562,513413,-97.4756516,32.845932
"892",451864591,2017,"TAKING CARE OF TEXAS","3500 JEFFERSON ST STE 301, AUSTIN, TX 78731",48453,753652,639079,-97.7518946,30.3080252
"893",20749601,2017,"TEXAS ENVIRONMENTAL JUSTICE ADVOCACY","6733 HARRISBURG BLVD, HOUSTON, TX 77011",48201,637786,686417,-95.3072691,29.7375486
"894",760663372,2017,"PRODUCED WATER SOCIETY INC","2121 E 6TH ST, AUSTIN, TX 77259",48201,78937,168078,-97.7189244,30.26017
"895",742487218,2017,"MCBRIDE CONSERVATION FUND FOUNDATION","PO BOX 80022, AUSTIN, TX 78708",48453,665320,96254,-97.7051165,30.3911673
"896",521812626,2017,"CASE MANAGEMENT SOCIETY OF AMERICA TX-HOUSTON-GULF COAST","27 POPLAR HILL PL, THE WOODLANDS, TX 77393",48339,41809,55257,-95.5135708,30.1759071
"897",371581800,2013,"GLEN ROSE BAND BOOSTER CLUB","PO BOX 3148, GLEN ROSE, TX 76043",48425,16269,38165,-97.7553061,32.2345872
"898",751666070,2013,"KEEP LONGVIEW BEAUTIFUL INC","222 W COTTON ST, LONGVIEW, TX 75601",48183,0,0,-94.7435228,32.4945233
"899",760474318,2013,"EMISSION REDUCTION CREDIT CORPORATION OF THE GULF COAST","PO BOX 22777, HOUSTON, TX 77227",48201,827688,827688,-95.44,29.74
"900",953310318,2013,"ROBINSON ARBORETUM FUND","PO BOX 831041, DALLAS, TX 75283",48113,2006999,557251,-96.8,32.84
"901",10736021,2013,"FRIENDS OF BALCONES CANYONLANDS NATIONAL WILDLIFE REFUGE","PO BOX 4678, LAGO VISTA, TX 78645",48453,238078,184771,-97.9883477,30.4601975
"902",50541975,2013,"CHAMPIONS KIDS CAMP INC","11152 WESTHEIMER RD STE 681, HOUSTON, TX 77042",48201,39958,222970,-95.572599,29.7372203
"903",142003280,2013,"ENVIRONMENTAL STEWARDSHIP","PO BOX 1423, BASTROP, TX 78602",48021,42540,28701,-97.3152701,30.1104947
"904",201402741,2013,"ALLIANCE OF COMMUNITY TRAINERS","PO BOX 1286, AUSTIN, TX 78767",48453,97569,152812,-97.739694,30.2694174
"905",201556341,2013,"WILDLIFE HABITAT FEDERATION","11610 FM 1094 RD, SEALY, TX 77474",48015,339984,200232,-96.3063099,29.855356
"906",201991058,2013,"SIBLEY ENVIRONMENTAL LEARNING CENTER FOUNDATION INC","1307 E WADLEY AVE, MIDLAND, TX 79705",48329,244174,280432,-102.0703552,32.03296
"907",202110579,2013,"JASPER ARBORETUM AND SANDY CREEK NATURE TRAIL BOARD INCORPORATED","PO BOX 567, JASPER, TX 75951",48241,0,0,-94.0028421,30.9216998
"908",202422242,2013,"ARBORETUM MARKET INVESTMENT GROUP INC","8750 N CENTRAL EXPY STE 800, DALLAS, TX 75231",48113,42008722,2619863,-96.7690409,32.867051
"909",203287015,2013,"CALM AIR VISIBILITY UNLIMITED","941 W BYRD BLVD STE 101, UNIVERSAL CTY, TX 78148",48029,359718,211006,-98.3033266,29.5413977
"910",203592808,2013,"AUSTIN CARSHARE","508 GENARD ST, AUSTIN, TX 78751",48453,1495,0,-97.7271368,30.3192796
"911",205508016,2013,"TEXAS CLEAN AIR CITIES COALITION","1500 MARILLA STE 2BS, DALLAS, TX 75201",48113,529405,536,-96.7973422,32.7761807
"912",208043772,2013,"KYLE LAKE FOUNDATION","PO BOX 6776, TYLER, TX 75711",48423,265166,128239,-95.300709,32.3261819
"913",223872351,2013,"TWELVE HILLS NATURE CENTER INC","PO BOX 224926, DALLAS, TX 75222",48113,67645,5996,-96.8,32.7799975
"914",237291903,2013,"LAKEWOOD FOREST FUND INC","12415 LOUETTA RD, CYPRESS, TX 77429",48201,1127936,1438716,-95.6063942,29.9963237
"915",237408422,2013,"VET TRIIP INC","PO BOX 460902, SAN ANTONIO, TX 78246",48029,0,0,-98.4807646,29.5330372
"916",260571108,2013,"1865 LINTON & 1495 SPRING HARBOR INC","13155 NOEL RD STE 500, DALLAS, TX 75240",48113,10840,70045675,-96.8186519,32.9270565
"917",260651953,2013,"TEXAS CENTER FOR ALTERNATIVE FUELRESEARCH AND DEVELOPMENT","922 DANFORTH PL, ARLINGTON, TX 76017",48439,0,0,-97.1221628,32.6494269
"918",261316359,2013,"CROSS TIMBERS LANDOWNERS CONSERVANCY","2727 ROUTH ST, DALLAS, TX 75201",48113,526,1000,-96.8038029,32.7977015
"919",261378231,2013,"WARBLER WOODS BIRD SANCTUARY","19349 OLD WIEDERSTEIN RD, SCHERTZ, TX 78108",48187,3725,21184,-98.2418072,29.609414
"920",261618125,2013,"RAINFOREST PARTNERSHIP","PO BOX 49268, AUSTIN, TX 78765",48453,61961,164328,-97.7430608,30.267153
"921",262197283,2013,"AUSTIN GREEN ART","307 E LOLA DR, AUSTIN, TX 78753",48453,35683,37389,-97.7013869,30.3455116
"922",263060991,2013,"CITIZENS FOR AFFORDABLE ENERGY INC","2121 KIRBY DR UNIT 97, HOUSTON, TX 77019",48201,159604,62939,-95.418235,29.7468871
"923",264777238,2013,"WOMENS ENERGY NETWORK-NORTH TEXAS","201 MAIN ST STE 1501, FORT WORTH, TX 76102",48439,0,0,-97.331867,32.7563405
"924",270046191,2013,"TEXAS ALLIANCE FOR RESPONSIBLE GROWTH ENVIRONMENT TRANSPORTATION","820 GESSNER RD STE 1310, HOUSTON, TX 77024",48201,0,0,-95.5436072,29.7777523
"925",270061465,2013,"INTERNATIONAL ASSOCIATION FOR SOCIETY AND NATURAL RESOURCES","PO BOX 2446, HUNTSVILLE, TX 77341",48471,434361,88767,-95.5502437,30.7146623
"926",271255467,2013,"DASH FOR THE BEADS","900 W DAVIS ST, DALLAS, TX 75208",48113,0,0,-96.837764,32.7492931
"927",273286641,2013,"PORT OF HOUSTON PARTNERS IN MARITIME EDUCATION INC","111 EAST LOOP N, HOUSTON, TX 77029",48201,0,0,-95.2724072,29.7299971
"928",273886247,2013,"ECOSOLUTIONS FOUNDATION INC","2787 RIDGECREST DR, SOUTHLAKE, TX 76092",48439,2027,14300,-97.1442792,32.9771871
"929",274374251,2014,"MAGNOLIA GARDEN CLUB","148 S DOWLEN RD, BEAUMONT, TX 77707",48245,0,0,-94.1730943,30.0730332
"930",274815396,2013,"GRID EARTH PROJECT","1211 QUAIL CIR, CEDAR PARK, TX 78613",48491,5671,37205,-97.8259387,30.4719539
"931",275011623,2013,"EATON HILL NATURE CENTER & PRESERVE","PO BOX 491, SONORA, TX 76950",48435,750,66030,-100.6434273,30.5668484
"932",300197688,2013,"LA FRONTERA CONSERVATION FUND","PO BOX 272, EL PASO, TX 79943",48141,1298113,33378,-106.49,31.76
"933",300287080,2013,"FRIENDS OF MANDELL PARK","PO BOX 66551, HOUSTON, TX 77266",48201,579067,197060,-95.3698028,29.7604267
"934",300630886,2013,"SERVICE ORGANIZATION OF THE PINEY WOODS","2950 50TH ST, LUBBOCK, TX 79413",48303,221740,16370279,-101.8787631,33.5493473
"935",311491907,2013,"DALLAS COUNTY MASTER GARDENER ASSOCIATION INC","10056 MARSH LN STE B-101, DALLAS, TX 75229",48113,129997,47943,-96.8556589,32.8824318
"936",320004133,2013,"TECHNOLOGY HORIZONS FOUNDATION","730 BRADFORD ST, LANTANA, TX 76226",48121,139,15000,-97.1280041,33.0881802
"937",320108650,2013,"HOUSTON AREA URBAN FORESTRY COUNCIL","2040 NORTH LOOP W STE 380, HOUSTON, TX 77018",48201,12077,10508,-95.4401918,29.8114837
"938",320172662,2013,"FRIENDS OF THE RIVER SAN BERNARD","PO BOX 93, BRAZORIA, TX 77422",48039,136727,145743,-95.5691126,29.0444147
"939",330967424,2014,"ASK EARTHMAN FOUNDATION","2004 CHAMBERLAIN LN, TEMPLE, TX 76502",48027,5207,0,-97.3839462,31.0456442
"940",371664948,2013,"C & R KUTTBOTTLE INC","857 COUNTY ROAD 2041, NACOGDOCHES, TX 75965",48347,1011,5083,-94.6182328,31.70647
"941",383801620,2013,"SAVE THE LAMPASAS RIVER INC","1934 DUNSTAN RD, HOUSTON, TX 77005",48201,2760,100,-95.4064109,29.7217937
"942",454477343,2013,"CULLINAN PARK CONSERVANCY","PO BOX 422, SUGAR LAND, TX 77487",48157,0,0,-95.636695,29.6178751
"943",454914737,2013,"RETREET","5706 E MOCKINGBIRD LN STE 115, DALLAS, TX 75206",48113,27400,31400,-96.7696227,32.8361521
"944",461195052,2013,"KIDS ON THE LAND INC","4004 GATEWAY DR STE 180, COLLEYVILLE, TX 76034",48439,0,0,-97.1042703,32.8841517
"945",461481647,2013,"COLORADO RIVER LAND TRUST INC","PO BOX 220, AUSTIN, TX 78767",48453,33048,76575,-97.7393766,30.2861338
"946",462465799,2013,"FREDERICKSBURG SHINES","812 W SCHUBERT ST, FREDERICKSBRG, TX 78624",48171,9464,16251,-98.8832641,30.2865277
"947",462620036,2013,"GULF COAST COALITION OF CITIES","816 CONGRESS AVE STE 1900, AUSTIN, TX 78701",48453,84025,90123,-97.7425615,30.2707449
"948",463306811,2013,"HOT WELLS CONSERVANCY","4251 VALLEYFIELD ST, SAN ANTONIO, TX 78222",48029,0,0,-98.413218,29.3764123
"949",463376103,2013,"TEXAS CONSERVATION ASSOCIATION FOR WATER AND SOIL","4311 S 31ST ST STE 150, TEMPLE, TX 76502",48027,67656,105412,-97.3733595,31.0578392
"950",464285669,2013,"BAY AREA COASTAL PROTECTION ALLIANCE","18045 SATURN LN, HOUSTON, TX 77058",48201,0,0,-95.0918746,29.5495319
"951",465679660,2013,"BETTER PARKS FOR GALVESTON","527 21ST STREET 76, GALVESTON, TX 77550",48167,0,0,-94.7911231,29.3043902
"952",541876544,2013,"SERENGETI FOUNDATION","19100 HAMILTON POOL RD, DRIPPING SPGS, TX 78620",48209,7064445,589875,-98.0700056,30.2894473
"953",542143893,2013,"DENTON COUNTY MASTER GARDENER ASSOCIATATION","401 W HICKORY STREET SUITE 112, DENTON, TX 76201",48121,0,0,-97.1368444,33.2142177
"954",611559641,2013,"TEXAS LIONS EYEGLASS RECYCLING CENTER FOUNDATION","200 PLAZA ST, MIDLAND, TX 79701",48329,303247,73329,-102.1011996,31.9932864
"955",736174958,2013,"ELISE V CANN TR","PO BOX 831041, DALLAS, TX 75283",48113,916123,799915,-96.8,32.84
"956",741051987,2013,"TEXAS WATER CONSERVATION ASSOCIATION","221 E 9TH ST STE 206, AUSTIN, TX 78701",48453,94287,1295330,-97.7396308,30.2700994
